group,release_id,benchmark_slug,organization,model_name,release_date,benchmark_name,benchmark_release_date,family_id,family_rank,prior_release,prior_model_name,n_benchmarks_scored,independent_score,orbit_category,reported,reported_value,source_tier,source_url,source_date,variant_name,prior_model_reported,prior_source_url,reverse_gap,coder,flagged_for_review,notes
eligible,Microsoft | Phi-2 | 2023-12-12,mmlu,Microsoft,Phi-2,2023-12-12,MMLU,2020-09-07,Microsoft / Phi,2,Microsoft | Phi-1.5 | 2023-09-11,Phi-1.5,8,0.584,,,,,,,,,,,,,
eligible,Microsoft | Phi-2 | 2023-12-12,open_book_qa,Microsoft,Phi-2,2023-12-12,OpenBookQA,2018-09-08,Microsoft / Phi,2,Microsoft | Phi-1.5 | 2023-09-11,Phi-1.5,8,0.736,,,,,,,,,,,,,
eligible,Microsoft | Phi-2 | 2023-12-12,trivia_qa,Microsoft,Phi-2,2023-12-12,TriviaQA,2017-05-09,Microsoft / Phi,2,Microsoft | Phi-1.5 | 2023-09-11,Phi-1.5,8,0.452,,,,,,,,,,,,,
eligible,Microsoft | Phi-2 | 2023-12-12,wino_grande,Microsoft,Phi-2,2023-12-12,Winogrande,2019-07-24,Microsoft / Phi,2,Microsoft | Phi-1.5 | 2023-09-11,Phi-1.5,8,0.547,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.5 | 2026-02-12,ale_bench,MiniMax,MiniMax-M2.5,2026-02-12,ale_bench,2025-06-10,MiniMax / MiniMax M,4,MiniMax | MiniMax-M2.1 | 2025-12-23,MiniMax-M2.1,11,618.17,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.5 | 2026-02-12,apex_agents,MiniMax,MiniMax-M2.5,2026-02-12,APEX-Agents,2026-01-20,MiniMax / MiniMax M,4,MiniMax | MiniMax-M2.1 | 2025-12-23,MiniMax-M2.1,11,0.062,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.5 | 2026-02-12,arc_agi,MiniMax,MiniMax-M2.5,2026-02-12,ARC-AGI,2019-11-05,MiniMax / MiniMax M,4,MiniMax | MiniMax-M2.1 | 2025-12-23,MiniMax-M2.1,11,0.6367,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.5 | 2026-02-12,arc_agi_2,MiniMax,MiniMax-M2.5,2026-02-12,ARC-AGI-2,2025-03-24,MiniMax / MiniMax M,4,MiniMax | MiniMax-M2.1 | 2025-12-23,MiniMax-M2.1,11,0.0486,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.5 | 2026-02-12,terminalbench,MiniMax,MiniMax-M2.5,2026-02-12,Terminal Bench,2025-05-19,MiniMax / MiniMax M,4,MiniMax | MiniMax-M2.1 | 2025-12-23,MiniMax-M2.1,11,0.427,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.5 | 2026-02-12,vending_bench_2,MiniMax,MiniMax-M2.5,2026-02-12,vending_bench_2,2025-11-18,MiniMax / MiniMax M,4,MiniMax | MiniMax-M2.1 | 2025-12-23,MiniMax-M2.1,11,-23.15999999999999,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.5 | 2026-02-12,webdev_arena,MiniMax,MiniMax-M2.5,2026-02-12,webdev_arena,2024-12-10,MiniMax / MiniMax M,4,MiniMax | MiniMax-M2.1 | 2025-12-23,MiniMax-M2.1,11,1382.1,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.7 | 2026-03-18,ale_bench,MiniMax,MiniMax-M2.7,2026-03-18,ale_bench,2025-06-10,MiniMax / MiniMax M,5,MiniMax | MiniMax-M2.5 | 2026-02-12,MiniMax-M2.5,9,599.25,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.7 | 2026-03-18,critpt,MiniMax,MiniMax-M2.7,2026-03-18,CritPt,2025-09-30,MiniMax / MiniMax M,5,MiniMax | MiniMax-M2.5 | 2026-02-12,MiniMax-M2.5,9,0.0057142857142857,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.7 | 2026-03-18,scicode,MiniMax,MiniMax-M2.7,2026-03-18,scicode,2024-07-18,MiniMax / MiniMax M,5,MiniMax | MiniMax-M2.5 | 2026-02-12,MiniMax-M2.5,9,0.469907407407407,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.7 | 2026-03-18,terminalbench,MiniMax,MiniMax-M2.7,2026-03-18,Terminal Bench,2025-05-19,MiniMax / MiniMax M,5,MiniMax | MiniMax-M2.5 | 2026-02-12,MiniMax-M2.5,9,0.451,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.7 | 2026-03-18,webdev_arena,MiniMax,MiniMax-M2.7,2026-03-18,webdev_arena,2024-12-10,MiniMax / MiniMax M,5,MiniMax | MiniMax-M2.5 | 2026-02-12,MiniMax-M2.5,9,1400.54,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M2.7 | 2026-03-18,weirdml,MiniMax,MiniMax-M2.7,2026-03-18,WeirdML,2025-01-16,MiniMax / MiniMax M,5,MiniMax | MiniMax-M2.5 | 2026-02-12,MiniMax-M2.5,9,0.3695,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,ale_bench,MiniMax,MiniMax-M3,2026-06-01,ale_bench,2025-06-10,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,640.02,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,chess_puzzles,MiniMax,MiniMax-M3,2026-06-01,Chess Puzzles,2025-12-10,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,0.14,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,critpt,MiniMax,MiniMax-M3,2026-06-01,CritPt,2025-09-30,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,0.0371428571428571,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,gpqa_diamond,MiniMax,MiniMax-M3,2026-06-01,GPQA diamond,2023-11-20,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,0.9090909090909092,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,otis_mock_aime_2024_2025,MiniMax,MiniMax-M3,2026-06-01,OTIS Mock AIME 2024-2025,2024-12-19,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,0.7111111111111111,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,scicode,MiniMax,MiniMax-M3,2026-06-01,scicode,2024-07-18,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,0.453703703703704,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,simplebench,MiniMax,MiniMax-M3,2026-06-01,SimpleBench,2024-10-31,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,0.458,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,vending_bench_2,MiniMax,MiniMax-M3,2026-06-01,vending_bench_2,2025-11-18,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,2157.7716666666665,,,,,,,,,,,,,
eligible,MiniMax | MiniMax-M3 | 2026-06-01,webdev_arena,MiniMax,MiniMax-M3,2026-06-01,webdev_arena,2024-12-10,MiniMax / MiniMax M,6,MiniMax | MiniMax-M2.7 | 2026-03-18,MiniMax-M2.7,14,1527.75,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,adversarial_nli,Mistral AI,Mistral 7B,2023-09-27,ANLI,2019-10-31,Mistral AI / Mistral 7B,1,,,13,0.471,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,arc_ai2,Mistral AI,Mistral 7B,2023-09-27,ARC AI2,2018-03-14,Mistral AI / Mistral 7B,1,,,13,0.786,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,bbh,Mistral AI,Mistral 7B,2023-09-27,BBH,2022-10-17,Mistral AI / Mistral 7B,1,,,13,0.561,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,bool_q,Mistral AI,Mistral 7B,2023-09-27,bool_q,2019-05-24,Mistral AI / Mistral 7B,1,,,13,0.874,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,gsm8k,Mistral AI,Mistral 7B,2023-09-27,GSM8K,2021-10-27,Mistral AI / Mistral 7B,1,,,13,0.544,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,hella_swag,Mistral AI,Mistral 7B,2023-09-27,HellaSwag,2019-05-19,Mistral AI / Mistral 7B,1,,,13,0.81,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,math_level_5,Mistral AI,Mistral 7B,2023-09-27,MATH level 5,2021-03-05,Mistral AI / Mistral 7B,1,,,13,0.0368202416918429,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,mmlu,Mistral AI,Mistral 7B,2023-09-27,MMLU,2020-09-07,Mistral AI / Mistral 7B,1,,,13,0.625,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,open_book_qa,Mistral AI,Mistral 7B,2023-09-27,OpenBookQA,2018-09-08,Mistral AI / Mistral 7B,1,,,13,0.798,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,piqa,Mistral AI,Mistral 7B,2023-09-27,PIQA,2019-11-26,Mistral AI / Mistral 7B,1,,,13,0.83,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,trivia_qa,Mistral AI,Mistral 7B,2023-09-27,TriviaQA,2017-05-09,Mistral AI / Mistral 7B,1,,,13,0.752,,,,,,,,,,,,,
eligible,Mistral AI | Mistral 7B | 2023-09-27,wino_grande,Mistral AI,Mistral 7B,2023-09-27,Winogrande,2019-07-24,Mistral AI / Mistral 7B,1,,,13,0.753,,,,,,,,,,,,,
eligible,Mistral AI | Mistral Medium 3.5 | 2026-04-28,ale_bench,Mistral AI,Mistral Medium 3.5,2026-04-28,ale_bench,2025-06-10,Mistral AI / Mistral Medium,2,Mistral AI | Mistral Medium 3 | 2025-05-07,Mistral Medium 3,8,763.98,,,,,,,,,,,,,
eligible,Mistral AI | Mistral Medium 3.5 | 2026-04-28,critpt,Mistral AI,Mistral Medium 3.5,2026-04-28,CritPt,2025-09-30,Mistral AI / Mistral Medium,2,Mistral AI | Mistral Medium 3 | 2025-05-07,Mistral Medium 3,8,0.0,,,,,,,,,,,,,
eligible,Mistral AI | Mistral Medium 3.5 | 2026-04-28,scicode,Mistral AI,Mistral Medium 3.5,2026-04-28,scicode,2024-07-18,Mistral AI / Mistral Medium,2,Mistral AI | Mistral Medium 3 | 2025-05-07,Mistral Medium 3,8,0.395833333333333,,,,,,,,,,,,,
eligible,Mistral AI | Mistral Medium 3.5 | 2026-04-28,webdev_arena,Mistral AI,Mistral Medium 3.5,2026-04-28,webdev_arena,2024-12-10,Mistral AI / Mistral Medium,2,Mistral AI | Mistral Medium 3 | 2025-05-07,Mistral Medium 3,8,1267.06,,,,,,,,,,,,,
eligible,Mistral AI | Mistral Medium 3.5 | 2026-04-28,weirdml,Mistral AI,Mistral Medium 3.5,2026-04-28,WeirdML,2025-01-16,Mistral AI / Mistral Medium,2,Mistral AI | Mistral Medium 3 | 2025-05-07,Mistral Medium 3,8,0.4371,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,adversarial_nli,Mistral AI,Mixtral 8x7B,2023-12-11,ANLI,2019-10-31,Mistral AI / Mixtral xB,1,,,12,0.552,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,arc_ai2,Mistral AI,Mixtral 8x7B,2023-12-11,ARC AI2,2018-03-14,Mistral AI / Mixtral xB,1,,,12,0.873,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,gpqa_diamond,Mistral AI,Mixtral 8x7B,2023-12-11,GPQA diamond,2023-11-20,Mistral AI / Mixtral xB,1,,,12,0.3058712121212121,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,gsm8k,Mistral AI,Mixtral 8x7B,2023-12-11,GSM8K,2021-10-27,Mistral AI / Mixtral xB,1,,,12,0.744,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,hella_swag,Mistral AI,Mixtral 8x7B,2023-12-11,HellaSwag,2019-05-19,Mistral AI / Mixtral xB,1,,,12,0.867,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,math_level_5,Mistral AI,Mixtral 8x7B,2023-12-11,MATH level 5,2021-03-05,Mistral AI / Mixtral xB,1,,,12,0.0995090634441087,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,mmlu,Mistral AI,Mixtral 8x7B,2023-12-11,MMLU,2020-09-07,Mistral AI / Mixtral xB,1,,,12,0.706,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,open_book_qa,Mistral AI,Mixtral 8x7B,2023-12-11,OpenBookQA,2018-09-08,Mistral AI / Mixtral xB,1,,,12,0.858,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,piqa,Mistral AI,Mixtral 8x7B,2023-12-11,PIQA,2019-11-26,Mistral AI / Mixtral xB,1,,,12,0.836,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,trivia_qa,Mistral AI,Mixtral 8x7B,2023-12-11,TriviaQA,2017-05-09,Mistral AI / Mixtral xB,1,,,12,0.822,,,,,,,,,,,,,
eligible,Mistral AI | Mixtral 8x7B | 2023-12-11,wino_grande,Mistral AI,Mixtral 8x7B,2023-12-11,Winogrande,2019-07-24,Mistral AI / Mixtral xB,1,,,12,0.772,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,ale_bench,Moonshot,Kimi K2.5,2026-01-27,ale_bench,2025-06-10,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,821.65,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,apex_agents,Moonshot,Kimi K2.5,2026-01-27,APEX-Agents,2026-01-20,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.144,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,arc_agi,Moonshot,Kimi K2.5,2026-01-27,ARC-AGI,2019-11-05,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.6533,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,arc_agi_2,Moonshot,Kimi K2.5,2026-01-27,ARC-AGI-2,2025-03-24,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.1181,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,chess_puzzles,Moonshot,Kimi K2.5,2026-01-27,Chess Puzzles,2025-12-10,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.12,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,critpt,Moonshot,Kimi K2.5,2026-01-27,CritPt,2025-09-30,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.0314285714285714,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,enigma_eval,Moonshot,Kimi K2.5,2026-01-27,enigma_eval,2025-02-13,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.0338,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,fictionlivebench,Moonshot,Kimi K2.5,2026-01-27,Fiction.LiveBench,2025-02-21,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.781,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,frontiermath,Moonshot,Kimi K2.5,2026-01-27,FrontierMath-2025-02-28-Private,2025-02-28,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.279,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,frontiermath_tier_4,Moonshot,Kimi K2.5,2026-01-27,FrontierMath-Tier-4-2025-07-01-Private,2025-07-01,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.042,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,gpqa_diamond,Moonshot,Kimi K2.5,2026-01-27,GPQA diamond,2023-11-20,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.876,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,hle,Moonshot,Kimi K2.5,2026-01-27,HLE,2025-01-24,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.2437,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,os_world,Moonshot,Kimi K2.5,2026-01-27,OSWorld,2024-04-11,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,63.3,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,otis_mock_aime_2024_2025,Moonshot,Kimi K2.5,2026-01-27,OTIS Mock AIME 2024-2025,2024-12-19,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.922,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,scicode,Moonshot,Kimi K2.5,2026-01-27,scicode,2024-07-18,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.489583333333333,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,simplebench,Moonshot,Kimi K2.5,2026-01-27,SimpleBench,2024-10-31,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.4679999999999999,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,simpleqa_verified,Moonshot,Kimi K2.5,2026-01-27,SimpleQA Verified,2025-09-09,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.339,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,swe_bench_verified,Moonshot,Kimi K2.5,2026-01-27,SWE-Bench verified,2024-08-13,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.737603305785124,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,terminalbench,Moonshot,Kimi K2.5,2026-01-27,Terminal Bench,2025-05-19,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.432,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,vending_bench_2,Moonshot,Kimi K2.5,2026-01-27,vending_bench_2,2025-11-18,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,1198.458,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,webdev_arena,Moonshot,Kimi K2.5,2026-01-27,webdev_arena,2024-12-10,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,1430.56,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.5 | 2026-01-27,weirdml,Moonshot,Kimi K2.5,2026-01-27,WeirdML,2025-01-16,Moonshot / Kimi K,3,Moonshot | Kimi K2 | 2025-09-05,Kimi K2,27,0.456,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,ale_bench,Moonshot,Kimi K2.6,2026-04-20,ale_bench,2025-06-10,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,1092.67,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,apex_agents,Moonshot,Kimi K2.6,2026-04-20,APEX-Agents,2026-01-20,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.189,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,chess_puzzles,Moonshot,Kimi K2.6,2026-04-20,Chess Puzzles,2025-12-10,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.26,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,critpt,Moonshot,Kimi K2.6,2026-04-20,CritPt,2025-09-30,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.08,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,cursorbench,Moonshot,Kimi K2.6,2026-04-20,cursorbench,2026-03-11,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.476,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,frontiermath,Moonshot,Kimi K2.6,2026-04-20,FrontierMath-2025-02-28-Private,2025-02-28,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.3896551724137931,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,frontiermath_tier_4,Moonshot,Kimi K2.6,2026-04-20,FrontierMath-Tier-4-2025-07-01-Private,2025-07-01,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.1458,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,gpqa_diamond,Moonshot,Kimi K2.6,2026-04-20,GPQA diamond,2023-11-20,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.9078282828282828,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,otis_mock_aime_2024_2025,Moonshot,Kimi K2.6,2026-04-20,OTIS Mock AIME 2024-2025,2024-12-19,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.9611111111111112,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,scicode,Moonshot,Kimi K2.6,2026-04-20,scicode,2024-07-18,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.534722222222222,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,simpleqa_verified,Moonshot,Kimi K2.6,2026-04-20,SimpleQA Verified,2025-09-09,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.387,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,swe_bench_verified,Moonshot,Kimi K2.6,2026-04-20,SWE-Bench verified,2024-08-13,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.7665289256198347,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,vending_bench_2,Moonshot,Kimi K2.6,2026-04-20,vending_bench_2,2025-11-18,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,6204.570000000001,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,webdev_arena,Moonshot,Kimi K2.6,2026-04-20,webdev_arena,2024-12-10,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,1526.0,,,,,,,,,,,,,
eligible,Moonshot | Kimi K2.6 | 2026-04-20,weirdml,Moonshot,Kimi K2.6,2026-04-20,WeirdML,2025-01-16,Moonshot / Kimi K,4,Moonshot | Kimi K2.5 | 2026-01-27,Kimi K2.5,23,0.5586,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,ale_bench,Moonshot,Kimi K3,2026-07-16,ale_bench,2025-06-10,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,1524.47,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,apex_agents,Moonshot,Kimi K3,2026-07-16,APEX-Agents,2026-01-20,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.3929999999999999,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,arc_agi,Moonshot,Kimi K3,2026-07-16,ARC-AGI,2019-11-05,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.945,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,arc_agi_2,Moonshot,Kimi K3,2026-07-16,ARC-AGI-2,2025-03-24,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.6041666666666666,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,chess_puzzles,Moonshot,Kimi K3,2026-07-16,Chess Puzzles,2025-12-10,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.39,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,critpt,Moonshot,Kimi K3,2026-07-16,CritPt,2025-09-30,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.234,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,cursorbench,Moonshot,Kimi K3,2026-07-16,cursorbench,2026-03-11,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.608,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,deepswe,Moonshot,Kimi K3,2026-07-16,DeepSWE,2025-07-02,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.6851441241685144,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,gpqa_diamond,Moonshot,Kimi K3,2026-07-16,GPQA diamond,2023-11-20,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.9311868686868688,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,otis_mock_aime_2024_2025,Moonshot,Kimi K3,2026-07-16,OTIS Mock AIME 2024-2025,2024-12-19,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.9722222222222222,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,posttrainbench,Moonshot,Kimi K3,2026-07-16,PostTrainBench,2026-03-09,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.3196,,,,,,,,,,,,,
eligible,Moonshot | Kimi K3 | 2026-07-16,scicode,Moonshot,Kimi K3,2026-07-16,scicode,2024-07-18,Moonshot / Kimi K,5,Moonshot | Kimi K2.6 | 2026-04-20,Kimi K2.6,23,0.586805555555556,,,,,,,,,,,,,
